path,exe,month,dom,dt,hr,min,tm
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,18,1551358093
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,18,1551358134
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,21,1551358298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,26,1551358598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,31,1551358898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,36,1551359198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,41,1551359498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,46,1551359798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,51,1551360098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,18,56,1551360398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,1,1551360698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,6,1551360998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,11,1551361298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,16,1551361598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,21,1551361898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,26,1551362198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,31,1551362498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,36,1551362799
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,36,1551362816
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,41,1551363099
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,41,1551363111
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,46,1551363399
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,46,1551363417
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,51,1551363699
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,51,1551363715
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,19,56,1551363998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,1,1551364298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,1,1551364318
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,6,1551364598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,11,1551364898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,16,1551365198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,21,1551365498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,26,1551365798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,31,1551366098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,36,1551366398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,41,1551366698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,46,1551366998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,51,1551367298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,20,56,1551367598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,1,1551367898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,6,1551368198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,11,1551368498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,16,1551368798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,21,1551369098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,26,1551369398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,31,1551369698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,36,1551369998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,41,1551370299
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,41,1551370312
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,46,1551370599
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,46,1551370615
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,51,1551370898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,21,56,1551371198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,1,1551371498
C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2018.2.1\bin\idea64.exe,idea64.exe,2,28,4,22,3,1551371637
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,6,1551371798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,6,1551371799
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,8,1551371911
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,8,1551371914
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,8,1551371915
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,8,1551371923
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,8,1551371927
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,8,1551371924
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,9,1551371968
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,9,1551371966
C:\Program Files (x86)\Internet Download Manager\IEMonitor.exe,IEMonitor.exe,2,28,4,22,9,1551371983
C:\Program Files (x86)\Internet Download Manager\IDMan.exe,IDMan.exe,2,28,4,22,9,1551371981
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,11,1551372098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,16,1551372383
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,16,1551372379
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,16,1551372398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,19,1551372551
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,19,1551372553
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,21,1551372698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,21,1551372711
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,26,1551372998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373300
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373310
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373314
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,32,1551373329
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,33,1551373398
C:\Program Files\WindowsApps\Microsoft.WindowsCalculator_10.1805.1201.0_x64__8wekyb3d8bbwe\Calculator.exe,Calculator.exe,2,28,4,22,35,1551373511
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,36,1551373598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,41,1551373898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,46,1551374198
C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe,jusched.exe,2,28,4,15,57,1551349631
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,17,18,1551354499
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,33,1551373398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373310
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373314
C:\Program Files (x86)\Internet Download Manager\IEMonitor.exe,IEMonitor.exe,2,28,4,22,9,1551371983
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,58,1551349710
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,32,1551373329
C:\Program Files\iTunes\iTunesHelper.exe,iTunesHelper.exe,2,28,4,15,57,1551349644
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,58,1551349705
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,57,1551349649
C:\Program Files (x86)\Internet Download Manager\IDMan.exe,IDMan.exe,2,28,4,22,9,1551371981
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,58,1551349689
C:\Program Files (x86)\HP\HP CoolSense\CoolSense.exe,CoolSense.exe,2,28,4,15,55,1551349541
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,17,15,1551354314
C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2018.2.1\bin\idea64.exe,idea64.exe,2,28,4,22,3,1551371637
C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe,RtkNGUI64.exe,2,28,4,15,57,1551349642
C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2018.18051.21218.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe,Microsoft.Photos.exe,2,28,4,17,10,1551354005
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,51,1551374498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,17,18,1551354499
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373310
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373314
C:\Program Files (x86)\HP\HP CoolSense\CoolSense.exe,CoolSense.exe,2,28,4,15,55,1551349541
C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2018.2.1\bin\idea64.exe,idea64.exe,2,28,4,22,3,1551371637
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,32,1551373329
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,2,28,4,22,52,1551374564
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,53,1551374592
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,53,1551374594
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,56,1551374798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,1,1551375098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,6,1551375398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,6,1551375399
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,11,1551375698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,11,1551375699
C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe,jusched.exe,2,28,4,15,57,1551349631
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,17,18,1551354499
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,58,1551349705
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,57,1551349649
C:\Program Files (x86)\Internet Download Manager\IDMan.exe,IDMan.exe,2,28,4,22,9,1551371981
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,31,1551373314
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,58,1551349689
C:\Program Files (x86)\Microsoft\Skype for Desktop\Skype.exe,Skype.exe,2,28,4,15,58,1551349710
C:\Program Files (x86)\HP\HP CoolSense\CoolSense.exe,CoolSense.exe,2,28,4,15,55,1551349541
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,17,15,1551354314
C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe,RtkNGUI64.exe,2,28,4,15,57,1551349642
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,22,32,1551373329
C:\Program Files\iTunes\iTunesHelper.exe,iTunesHelper.exe,2,28,4,15,57,1551349644
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,16,1551375998
C:\Program Files\VideoLAN\VLC\vlc.exe,vlc.exe,2,28,4,23,16,1551376013
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,21,1551376298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,26,1551376598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,32,1551376958
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,36,1551377198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,41,1551377498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,46,1551377798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,51,1551378098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,2,28,4,23,56,1551378398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,1,1551378698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,6,1551378998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,11,1551379298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,16,1551379598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,21,1551379898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,26,1551380198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,31,1551380498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,36,1551380798
C:\Program Files\VideoLAN\VLC\vlc.exe,vlc.exe,3,1,5,0,38,1551380893
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,41,1551381098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,46,1551381398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,51,1551381698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,0,56,1551381998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,1,1551382298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,6,1551382598
C:\Program Files\VideoLAN\VLC\vlc.exe,vlc.exe,3,1,5,1,10,1551382844
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,11,1551382898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,16,1551383198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,21,1551383498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,26,1551383798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,31,1551384098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,36,1551384398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,41,1551384698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,46,1551384998
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,51,1551385298
C:\Program Files\VideoLAN\VLC\vlc.exe,vlc.exe,3,1,5,1,51,1551385314
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,1,56,1551385598
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,2,1,1551385898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,2,6,1551386198
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,2,11,1551386498
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,2,16,1551386798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,2,21,1551387098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,2,26,1551387398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,2,31,1551387698
C:\Program Files\Microsoft Office\Office15\msoia.exe,msoia.exe,3,1,5,17,44,1551442495
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,45,1551442503
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,45,1551442514
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,46,1551442598
C:\Program Files\JetBrains\CLion 2018.3.3\bin\clion64.exe,clion64.exe,3,1,5,17,50,1551442822
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,51,1551442898
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,53,1551442994
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,53,1551442993
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,53,1551443032
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,54,1551443040
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,54,1551443065
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,54,1551443062
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,54,1551443066
C:\Program Files (x86)\Microsoft Visual Studio 14.0\Common7\IDE\devenv.exe,devenv.exe,3,1,5,17,54,1551443071
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,54,1551443074
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,54,1551443089
C:\Program Files (x86)\Common Files\microsoft shared\VsHub\1.0.0.0\VsHub.exe,VsHub.exe,3,1,5,17,54,1551443098
C:\Program Files (x86)\Common Files\microsoft shared\VsHub\1.0.0.0\Microsoft.VsHub.Server.HttpHost.exe,Microsoft.VsHub.Server.HttpHost.exe,3,1,5,17,55,1551443107
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,55,1551443144
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,55,1551443146
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,17,56,1551443198
C:\ProgramData\Package Cache\{68432bbb-c9a5-4a7b-bab3-ae5a49b28303}\vs_professional.exe,vs_professional.exe,3,1,5,17,57,1551443273
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,1,1551443498
C:\Program Files (x86)\Common Files\microsoft shared\VsHub\1.0.0.0\VsHub.exe,VsHub.exe,3,1,5,18,2,1551443568
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,4,1551443644
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,4,1551443651
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,4,1551443654
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,4,1551443690
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,4,1551443692
C:\Program Files (x86)\Internet Download Manager\IDMan.exe,IDMan.exe,3,1,5,18,5,1551443701
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,6,1551443795
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,6,1551443798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,6,1551443808
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,7,1551443824
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,7,1551443826
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,7,1551443836
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,7,1551443838
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,11,1551444098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,11,1551444117
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,12,1551444127
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,12,1551444129
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,12,1551444135
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,12,1551444137
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,12,1551444144
C:\Program Files (x86)\CodeBlocks\codeblocks.exe,codeblocks.exe,3,1,5,18,14,1551444261
C:\MinGW\bin\mingw32-g++.exe,mingw32-g++.exe,3,1,5,18,14,1551444272
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,15,1551444308
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,15,1551444307
C:\Program Files\CMake\bin\cmake-gui.exe,cmake-gui.exe,3,1,5,18,15,1551444343
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,16,1551444398
C:\Program Files (x86)\CodeBlocks\codeblocks.exe,codeblocks.exe,3,1,5,18,16,1551444417
C:\MinGW\bin\mingw32-g++.exe,mingw32-g++.exe,3,1,5,18,17,1551444435
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,18,1551444535
C:\Program Files (x86)\CodeBlocks\codeblocks.exe,codeblocks.exe,3,1,5,18,19,1551444546
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,21,1551444667
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,21,1551444672
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,21,1551444698
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,26,1551444998
C:\Program Files\Notepad++\notepad++.exe,notepad++.exe,3,1,5,18,31,1551445284
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,31,1551445298
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,36,1551445598
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,39,1551445766
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,39,1551445790
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,41,1551445898
C:\Program Files (x86)\CodeBlocks\codeblocks.exe,codeblocks.exe,3,1,5,18,43,1551446009
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,44,1551446042
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,44,1551446093
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,46,1551446198
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,49,1551446344
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,50,1551446451
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,51,1551446498
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,53,1551446580
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,53,1551446618
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,54,1551446672
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,54,1551446686
C:\Program Files (x86)\CodeBlocks\cb_console_runner.exe,cb_console_runner.exe,3,1,5,18,55,1551446714
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,18,56,1551446798
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,19,1,1551447098
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,19,6,1551447398
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,19,7,1551447469
C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,chrome.exe,3,1,5,19,11,1551447698
C:\Program Files (x86)\Microsoft Visual Studio 14.0\Common7\IDE\devenv.exe,devenv.exe,3,1,5,19,12,1551447768
C:\Program Files (x86)\Common Files\microsoft shared\VsHub\1.0.0.0\VsHub.exe,VsHub.exe,3,1,5,19,13,1551447780
C:\Program Files (x86)\Common Files\microsoft shared\VsHub\1.0.0.0\VsHub.exe,VsHub.exe,3,1,5,19,13,1551447782
